www.w3.org/2000/01/-schema# is AnnotationProperty.
CHEBI_129346 is Class.
CHEBI_129346 SubClassOf CHEBI_22712,.
CHEBI_129346 SubClassOf CHEBI_36820,.
CHEBI_129346 SubClassOf CHEBI_38777.
CHEBI_129359 is Class.
CHEBI_129359 SubClassOf CHEBI_22712,.
CHEBI_129359 SubClassOf CHEBI_36820,.
CHEBI_129359 SubClassOf CHEBI_38777.
CHEBI_129364 is Class.
CHEBI_129364 SubClassOf CHEBI_22712,.
CHEBI_129364 SubClassOf CHEBI_36820,.
CHEBI_129364 SubClassOf CHEBI_38777.
CHEBI_129365 is Class.
CHEBI_129365 SubClassOf CHEBI_22712,.
CHEBI_129365 SubClassOf CHEBI_36820,.
CHEBI_129365 SubClassOf CHEBI_38777.
CHEBI_129374 is Class.
CHEBI_129374 SubClassOf CHEBI_22712,.
CHEBI_129374 SubClassOf CHEBI_36820,.
CHEBI_129374 SubClassOf CHEBI_38777.
CHEBI_129375 is Class.
CHEBI_129375 SubClassOf CHEBI_83565.
CHEBI_129377 is Class.
CHEBI_129377 SubClassOf CHEBI_22712,.
CHEBI_129377 SubClassOf CHEBI_36820,.
CHEBI_129377 SubClassOf CHEBI_38777.
CHEBI_129382 is Class.
CHEBI_129382 SubClassOf CHEBI_22712,.
CHEBI_129382 SubClassOf CHEBI_36820,.
CHEBI_129382 SubClassOf CHEBI_38777.
CHEBI_129393 is Class.
CHEBI_129393 SubClassOf CHEBI_22712,.
CHEBI_129393 SubClassOf CHEBI_36820,.
CHEBI_129393 SubClassOf CHEBI_38777.
CHEBI_129394 is Class.
CHEBI_129394 SubClassOf CHEBI_22712,.
CHEBI_129394 SubClassOf CHEBI_36820,.
CHEBI_129394 SubClassOf CHEBI_38777.
CHEBI_129399 is Class.
CHEBI_129399 SubClassOf CHEBI_22712,.
CHEBI_129399 SubClassOf CHEBI_36820,.
CHEBI_129399 SubClassOf CHEBI_38777.
CHEBI_129404 is Class.
CHEBI_129404 SubClassOf CHEBI_22712,.
CHEBI_129404 SubClassOf CHEBI_36820,.
CHEBI_129404 SubClassOf CHEBI_38777.
CHEBI_129408 is Class.
CHEBI_129408 SubClassOf CHEBI_22712,.
CHEBI_129408 SubClassOf CHEBI_36820,.
CHEBI_129408 SubClassOf CHEBI_38777.
CHEBI_129409 is Class.
CHEBI_129409 SubClassOf CHEBI_22712,.
CHEBI_129409 SubClassOf CHEBI_36820,.
CHEBI_129409 SubClassOf CHEBI_38777.
CHEBI_129410 is Class.
CHEBI_129410 SubClassOf CHEBI_22712.
CHEBI_129422 is Class.
CHEBI_129422 SubClassOf CHEBI_22712,.
CHEBI_129422 SubClassOf CHEBI_36820,.
CHEBI_129422 SubClassOf CHEBI_38777.
CHEBI_129424 is Class.
CHEBI_129424 SubClassOf CHEBI_22712,.
CHEBI_129424 SubClassOf CHEBI_36820,.
CHEBI_129424 SubClassOf CHEBI_38777.
CHEBI_129427 is Class.
CHEBI_129427 SubClassOf CHEBI_22712,.
CHEBI_129427 SubClassOf CHEBI_36820,.
CHEBI_129427 SubClassOf CHEBI_38777.
CHEBI_129430 is Class.
CHEBI_129430 SubClassOf CHEBI_33860.
CHEBI_129432 is Class.
CHEBI_129432 SubClassOf CHEBI_22712,.
CHEBI_129432 SubClassOf CHEBI_36820,.
CHEBI_129432 SubClassOf CHEBI_38777.
CHEBI_129442 is Class.
CHEBI_129442 SubClassOf CHEBI_18379,.
CHEBI_129442 SubClassOf CHEBI_22712.
CHEBI_129444 is Class.
CHEBI_129444 SubClassOf CHEBI_22712,.
CHEBI_129444 SubClassOf CHEBI_36820,.
CHEBI_129444 SubClassOf CHEBI_38777.
CHEBI_129453 is Class.
CHEBI_129453 SubClassOf CHEBI_22712,.
CHEBI_129453 SubClassOf CHEBI_36820,.
CHEBI_129453 SubClassOf CHEBI_38777.
CHEBI_129455 is Class.
CHEBI_129455 SubClassOf CHEBI_22712,.
CHEBI_129455 SubClassOf CHEBI_36820,.
CHEBI_129455 SubClassOf CHEBI_38777.
CHEBI_129456 is Class.
CHEBI_129456 SubClassOf CHEBI_22712,.
CHEBI_129456 SubClassOf CHEBI_36820,.
CHEBI_129456 SubClassOf CHEBI_38777.
CHEBI_129457 is Class.
CHEBI_129457 SubClassOf CHEBI_22712,.
CHEBI_129457 SubClassOf CHEBI_36820,.
CHEBI_129457 SubClassOf CHEBI_38777.
CHEBI_129459 is Class.
CHEBI_129459 SubClassOf CHEBI_22712,.
CHEBI_129459 SubClassOf CHEBI_36820,.
CHEBI_129459 SubClassOf CHEBI_38777.
CHEBI_129465 is Class.
CHEBI_129465 SubClassOf CHEBI_22712,.
CHEBI_129465 SubClassOf CHEBI_36820,.
CHEBI_129465 SubClassOf CHEBI_38777.
CHEBI_129468 is Class.
CHEBI_129468 SubClassOf CHEBI_22712,.
CHEBI_129468 SubClassOf CHEBI_36820,.
CHEBI_129468 SubClassOf CHEBI_38777.
CHEBI_129472 is Class.
CHEBI_129472 SubClassOf CHEBI_22712,.
CHEBI_129472 SubClassOf CHEBI_36820,.
CHEBI_129472 SubClassOf CHEBI_38777.
CHEBI_129478 is Class.
CHEBI_129478 SubClassOf CHEBI_22712,.
CHEBI_129478 SubClassOf CHEBI_36820,.
CHEBI_129478 SubClassOf CHEBI_38777.
CHEBI_12948 is Class.
CHEBI_129482 is Class.
CHEBI_129482 SubClassOf CHEBI_22712,.
CHEBI_129482 SubClassOf CHEBI_36820,.
CHEBI_129482 SubClassOf CHEBI_38777.
CHEBI_129483 is Class.
CHEBI_129483 SubClassOf CHEBI_22712,.
CHEBI_129483 SubClassOf CHEBI_36820,.
CHEBI_129483 SubClassOf CHEBI_38777.
CHEBI_129488 is Class.
CHEBI_129488 SubClassOf CHEBI_22712,.
CHEBI_129488 SubClassOf CHEBI_36820,.
CHEBI_129488 SubClassOf CHEBI_38777.
CHEBI_129489 is Class.
CHEBI_129489 SubClassOf CHEBI_22712,.
CHEBI_129489 SubClassOf CHEBI_36820,.
CHEBI_129489 SubClassOf CHEBI_38777.
CHEBI_129496 is Class.
CHEBI_129496 SubClassOf CHEBI_22712,.
CHEBI_129496 SubClassOf CHEBI_36820,.
CHEBI_129496 SubClassOf CHEBI_38777.
CHEBI_129507 is Class.
CHEBI_129507 SubClassOf CHEBI_22712,.
CHEBI_129507 SubClassOf CHEBI_36820,.
CHEBI_129507 SubClassOf CHEBI_38777.
CHEBI_129510 is Class.
CHEBI_129510 SubClassOf CHEBI_22712,.
CHEBI_129510 SubClassOf CHEBI_36820,.
CHEBI_129510 SubClassOf CHEBI_38777.
CHEBI_129511 is Class.
CHEBI_129511 SubClassOf CHEBI_22712,.
CHEBI_129511 SubClassOf CHEBI_36820,.
CHEBI_129511 SubClassOf CHEBI_38777.
CHEBI_129514 is Class.
CHEBI_129514 SubClassOf CHEBI_22712,.
CHEBI_129514 SubClassOf CHEBI_36820,.
CHEBI_129514 SubClassOf CHEBI_38777.
CHEBI_129515 is Class.
CHEBI_129515 SubClassOf CHEBI_22712,.
CHEBI_129515 SubClassOf CHEBI_36820,.
CHEBI_129515 SubClassOf CHEBI_38777.
CHEBI_129518 is Class.
CHEBI_129518 SubClassOf CHEBI_22712,.
CHEBI_129518 SubClassOf CHEBI_36820,.
CHEBI_129518 SubClassOf CHEBI_38777.
CHEBI_12952 is Class.
CHEBI_129524 is Class.
CHEBI_129524 SubClassOf CHEBI_22712,.
CHEBI_129524 SubClassOf CHEBI_36820,.
CHEBI_129524 SubClassOf CHEBI_38777.
CHEBI_129529 is Class.
CHEBI_129529 SubClassOf CHEBI_22712,.
CHEBI_129529 SubClassOf CHEBI_36820,.
CHEBI_129529 SubClassOf CHEBI_38777.
CHEBI_129538 is Class.
CHEBI_129538 SubClassOf CHEBI_22712,.
CHEBI_129538 SubClassOf CHEBI_36820,.
CHEBI_129538 SubClassOf CHEBI_38777.
CHEBI_129540 is Class.
CHEBI_129540 SubClassOf CHEBI_22712,.
CHEBI_129540 SubClassOf CHEBI_36820,.
CHEBI_129540 SubClassOf CHEBI_38777.
CHEBI_129542 is Class.
CHEBI_129542 SubClassOf CHEBI_22712,.
CHEBI_129542 SubClassOf CHEBI_36820,.
CHEBI_129542 SubClassOf CHEBI_38777.
CHEBI_129548 is Class.
CHEBI_129548 SubClassOf CHEBI_22712,.
CHEBI_129548 SubClassOf CHEBI_36820,.
CHEBI_129548 SubClassOf CHEBI_38777.
CHEBI_129555 is Class.
CHEBI_129555 SubClassOf CHEBI_22712,.
CHEBI_129555 SubClassOf CHEBI_36820,.
CHEBI_129555 SubClassOf CHEBI_38777.
CHEBI_129558 is Class.
CHEBI_129558 SubClassOf CHEBI_22712,.
CHEBI_129558 SubClassOf CHEBI_36820,.
CHEBI_129558 SubClassOf CHEBI_38777.
CHEBI_129561 is Class.
CHEBI_129561 SubClassOf CHEBI_83565.
CHEBI_129563 is Class.
CHEBI_129563 SubClassOf CHEBI_22712,.
CHEBI_129563 SubClassOf CHEBI_36820,.
CHEBI_129563 SubClassOf CHEBI_38777.
CHEBI_129564 is Class.
CHEBI_129564 SubClassOf CHEBI_83565.
CHEBI_129565 is Class.
CHEBI_129565 SubClassOf CHEBI_22712,.
CHEBI_129565 SubClassOf CHEBI_36820,.
CHEBI_129565 SubClassOf CHEBI_38777.
CHEBI_129567 is Class.
CHEBI_129567 SubClassOf CHEBI_22712,.
CHEBI_129567 SubClassOf CHEBI_36820,.
CHEBI_129567 SubClassOf CHEBI_38777.
CHEBI_129568 is Class.
CHEBI_129568 SubClassOf CHEBI_22712,.
CHEBI_129568 SubClassOf CHEBI_36820,.
CHEBI_129568 SubClassOf CHEBI_38777.
CHEBI_129581 is Class.
CHEBI_129581 SubClassOf CHEBI_22712,.
CHEBI_129581 SubClassOf CHEBI_36820,.
CHEBI_129581 SubClassOf CHEBI_38777.
CHEBI_129583 is Class.
CHEBI_129583 SubClassOf CHEBI_22712,.
CHEBI_129583 SubClassOf CHEBI_36820,.
CHEBI_129583 SubClassOf CHEBI_38777.
CHEBI_129591 is Class.
CHEBI_129591 SubClassOf CHEBI_22712,.
CHEBI_129591 SubClassOf CHEBI_36820,.
CHEBI_129591 SubClassOf CHEBI_38777.
CHEBI_129593 is Class.
CHEBI_129593 SubClassOf CHEBI_22712,.
CHEBI_129593 SubClassOf CHEBI_36820,.
CHEBI_129593 SubClassOf CHEBI_38777.
CHEBI_129594 is Class.
CHEBI_129594 SubClassOf CHEBI_22712,.
CHEBI_129594 SubClassOf CHEBI_36820,.
CHEBI_129594 SubClassOf CHEBI_38777.
CHEBI_129596 is Class.
CHEBI_129596 SubClassOf CHEBI_22712,.
CHEBI_129596 SubClassOf CHEBI_36820,.
CHEBI_129596 SubClassOf CHEBI_38777.
CHEBI_129598 is Class.
CHEBI_129598 SubClassOf CHEBI_22712,.
CHEBI_129598 SubClassOf CHEBI_36820,.
CHEBI_129598 SubClassOf CHEBI_38777.
CHEBI_129600 is Class.
CHEBI_129600 SubClassOf CHEBI_83565.
CHEBI_129604 is Class.
CHEBI_129604 SubClassOf CHEBI_22712,.
CHEBI_129604 SubClassOf CHEBI_36820,.
CHEBI_129604 SubClassOf CHEBI_38777.
CHEBI_129610 is Class.
CHEBI_129610 SubClassOf CHEBI_22712,.
CHEBI_129610 SubClassOf CHEBI_36820,.
CHEBI_129610 SubClassOf CHEBI_38777.
CHEBI_129611 is Class.
CHEBI_129611 SubClassOf CHEBI_26151.
CHEBI_129617 is Class.
CHEBI_129617 SubClassOf CHEBI_22712,.
CHEBI_129617 SubClassOf CHEBI_36820,.
CHEBI_129617 SubClassOf CHEBI_38777.
CHEBI_129628 is Class.
CHEBI_129628 SubClassOf CHEBI_22712,.
CHEBI_129628 SubClassOf CHEBI_36820,.
CHEBI_129628 SubClassOf CHEBI_38777.
CHEBI_129630 is Class.
CHEBI_129630 SubClassOf CHEBI_22712,.
CHEBI_129630 SubClassOf CHEBI_36820,.
CHEBI_129630 SubClassOf CHEBI_38777.
CHEBI_129635 is Class.
CHEBI_129635 SubClassOf CHEBI_22712,.
CHEBI_129635 SubClassOf CHEBI_36820,.
CHEBI_129635 SubClassOf CHEBI_38777.
CHEBI_129649 is Class.
CHEBI_129649 SubClassOf CHEBI_83565.
CHEBI_129651 is Class.
CHEBI_129651 SubClassOf CHEBI_22712,.
CHEBI_129651 SubClassOf CHEBI_36820,.
CHEBI_129651 SubClassOf CHEBI_38777.
CHEBI_129658 is Class.
CHEBI_129658 SubClassOf CHEBI_22712,.
CHEBI_129658 SubClassOf CHEBI_36820,.
CHEBI_129658 SubClassOf CHEBI_38777.
CHEBI_129659 is Class.
CHEBI_129659 SubClassOf CHEBI_22712,.
CHEBI_129659 SubClassOf CHEBI_36820,.
CHEBI_129659 SubClassOf CHEBI_38777.
CHEBI_129662 is Class.
CHEBI_129662 SubClassOf CHEBI_22712,.
CHEBI_129662 SubClassOf CHEBI_36820,.
CHEBI_129662 SubClassOf CHEBI_38777.
CHEBI_129666 is Class.
CHEBI_129666 SubClassOf CHEBI_22712,.
CHEBI_129666 SubClassOf CHEBI_36820,.
CHEBI_129666 SubClassOf CHEBI_38777.
CHEBI_129669 is Class.
CHEBI_129669 SubClassOf CHEBI_22712,.
CHEBI_129669 SubClassOf CHEBI_36820,.
CHEBI_129669 SubClassOf CHEBI_38777.
CHEBI_129672 is Class.
CHEBI_129672 SubClassOf CHEBI_22712,.
CHEBI_129672 SubClassOf CHEBI_36820,.
CHEBI_129672 SubClassOf CHEBI_38777.
CHEBI_129674 is Class.
CHEBI_129674 SubClassOf CHEBI_22712,.
CHEBI_129674 SubClassOf CHEBI_36820,.
CHEBI_129674 SubClassOf CHEBI_38777.
CHEBI_129680 is Class.
CHEBI_129680 SubClassOf CHEBI_22712,.
CHEBI_129680 SubClassOf CHEBI_36820,.
CHEBI_129680 SubClassOf CHEBI_38777.
CHEBI_129686 is Class.
CHEBI_129686 SubClassOf CHEBI_22712,.
CHEBI_129686 SubClassOf CHEBI_36820,.
CHEBI_129686 SubClassOf CHEBI_38777.
CHEBI_129687 is Class.
CHEBI_129687 SubClassOf CHEBI_22712,.
CHEBI_129687 SubClassOf CHEBI_36820,.
CHEBI_129687 SubClassOf CHEBI_38777.
CHEBI_129689 is Class.
CHEBI_129689 SubClassOf CHEBI_22712,.
CHEBI_129689 SubClassOf CHEBI_36820,.
CHEBI_129689 SubClassOf CHEBI_38777.
CHEBI_129693 is Class.
CHEBI_129693 SubClassOf CHEBI_22712,.
CHEBI_129693 SubClassOf CHEBI_36820,.
CHEBI_129693 SubClassOf CHEBI_38777.
CHEBI_129696 is Class.
CHEBI_129696 SubClassOf CHEBI_22712,.
CHEBI_129696 SubClassOf CHEBI_36820,.
CHEBI_129696 SubClassOf CHEBI_38777.
CHEBI_129721 is Class.
CHEBI_129721 SubClassOf CHEBI_22712,.
CHEBI_129721 SubClassOf CHEBI_36820,.
CHEBI_129721 SubClassOf CHEBI_38777.
CHEBI_129724 is Class.
CHEBI_129724 SubClassOf CHEBI_22712,.
CHEBI_129724 SubClassOf CHEBI_36820,.
CHEBI_129724 SubClassOf CHEBI_38777.
CHEBI_129728 is Class.
CHEBI_129728 SubClassOf CHEBI_22712,.
CHEBI_129728 SubClassOf CHEBI_36820,.
CHEBI_129728 SubClassOf CHEBI_38777.
CHEBI_129735 is Class.
CHEBI_129735 SubClassOf CHEBI_22712,.
CHEBI_129735 SubClassOf CHEBI_36820,.
CHEBI_129735 SubClassOf CHEBI_38777.
CHEBI_129741 is Class.
CHEBI_129741 SubClassOf CHEBI_22712,.
CHEBI_129741 SubClassOf CHEBI_36820,.
CHEBI_129741 SubClassOf CHEBI_38777.
CHEBI_129748 is Class.
CHEBI_129748 SubClassOf CHEBI_22712,.
CHEBI_129748 SubClassOf CHEBI_36820,.
CHEBI_129748 SubClassOf CHEBI_38777.
CHEBI_129750 is Class.
CHEBI_129750 SubClassOf CHEBI_22712,.
CHEBI_129750 SubClassOf CHEBI_36820,.
CHEBI_129750 SubClassOf CHEBI_38777.
CHEBI_129754 is Class.
CHEBI_129754 SubClassOf CHEBI_22712,.
CHEBI_129754 SubClassOf CHEBI_36820,.
CHEBI_129754 SubClassOf CHEBI_38777.
CHEBI_129756 is Class.
CHEBI_129756 SubClassOf CHEBI_22712,.
CHEBI_129756 SubClassOf CHEBI_36820,.
CHEBI_129756 SubClassOf CHEBI_38777.
CHEBI_129758 is Class.
CHEBI_129758 SubClassOf CHEBI_22712,.
CHEBI_129758 SubClassOf CHEBI_36820,.
CHEBI_129758 SubClassOf CHEBI_38777.
CHEBI_129759 is Class.
CHEBI_129759 SubClassOf CHEBI_22712,.
CHEBI_129759 SubClassOf CHEBI_36820,.
CHEBI_129759 SubClassOf CHEBI_38777.
CHEBI_129764 is Class.
CHEBI_129764 SubClassOf CHEBI_22712,.
CHEBI_129764 SubClassOf CHEBI_36820,.
CHEBI_129764 SubClassOf CHEBI_38777.
CHEBI_129767 is Class.
CHEBI_129767 SubClassOf CHEBI_22712,.
CHEBI_129767 SubClassOf CHEBI_36820,.
CHEBI_129767 SubClassOf CHEBI_38777.
CHEBI_129770 is Class.
CHEBI_129770 SubClassOf CHEBI_26151.
CHEBI_129771 is Class.
CHEBI_129771 SubClassOf CHEBI_22712,.
CHEBI_129771 SubClassOf CHEBI_36820,.
CHEBI_129771 SubClassOf CHEBI_38777.
CHEBI_129782 is Class.
CHEBI_129782 SubClassOf CHEBI_83565.
CHEBI_129788 is Class.
CHEBI_129788 SubClassOf CHEBI_18379,.
CHEBI_129788 SubClassOf CHEBI_22712.
CHEBI_129791 is Class.
CHEBI_129791 SubClassOf CHEBI_22712,.
CHEBI_129791 SubClassOf CHEBI_36820,.
CHEBI_129791 SubClassOf CHEBI_38777.
CHEBI_129794 is Class.
CHEBI_129794 SubClassOf CHEBI_22712,.
CHEBI_129794 SubClassOf CHEBI_36820,.
CHEBI_129794 SubClassOf CHEBI_38777.
CHEBI_129802 is Class.
CHEBI_129802 SubClassOf CHEBI_22712,.
CHEBI_129802 SubClassOf CHEBI_36820,.
CHEBI_129802 SubClassOf CHEBI_38777.
CHEBI_129804 is Class.
CHEBI_129804 SubClassOf CHEBI_22712,.
CHEBI_129804 SubClassOf CHEBI_36820,.
CHEBI_129804 SubClassOf CHEBI_38777.
CHEBI_129809 is Class.
CHEBI_129809 SubClassOf CHEBI_22712,.
CHEBI_129809 SubClassOf CHEBI_36820,.
CHEBI_129809 SubClassOf CHEBI_38777.
CHEBI_129813 is Class.
CHEBI_129813 SubClassOf CHEBI_22712,.
CHEBI_129813 SubClassOf CHEBI_36820,.
CHEBI_129813 SubClassOf CHEBI_38777.
CHEBI_129820 is Class.
CHEBI_129820 SubClassOf CHEBI_22712,.
CHEBI_129820 SubClassOf CHEBI_36820,.
CHEBI_129820 SubClassOf CHEBI_38777.
CHEBI_129821 is Class.
CHEBI_129821 SubClassOf CHEBI_22723.
CHEBI_129822 is Class.
CHEBI_129822 SubClassOf CHEBI_22712,.
CHEBI_129822 SubClassOf CHEBI_36820,.
CHEBI_129822 SubClassOf CHEBI_38777.
CHEBI_129823 is Class.
CHEBI_129823 SubClassOf CHEBI_22712,.
CHEBI_129823 SubClassOf CHEBI_36820,.
CHEBI_129823 SubClassOf CHEBI_38777.
CHEBI_129830 is Class.
CHEBI_129830 SubClassOf CHEBI_22712,.
CHEBI_129830 SubClassOf CHEBI_36820,.
CHEBI_129830 SubClassOf CHEBI_38777.
CHEBI_129831 is Class.
CHEBI_129831 SubClassOf CHEBI_22712,.
CHEBI_129831 SubClassOf CHEBI_36820,.
CHEBI_129831 SubClassOf CHEBI_38777.
CHEBI_129834 is Class.
CHEBI_129834 SubClassOf CHEBI_22712,.
CHEBI_129834 SubClassOf CHEBI_36820,.
CHEBI_129834 SubClassOf CHEBI_38777.
CHEBI_129836 is Class.
CHEBI_129836 SubClassOf CHEBI_22712,.
CHEBI_129836 SubClassOf CHEBI_36820,.
CHEBI_129836 SubClassOf CHEBI_38777.
CHEBI_129838 is Class.
CHEBI_129838 SubClassOf CHEBI_22712,.
CHEBI_129838 SubClassOf CHEBI_36820,.
CHEBI_129838 SubClassOf CHEBI_38777.
CHEBI_129840 is Class.
CHEBI_129840 SubClassOf CHEBI_22712,.
CHEBI_129840 SubClassOf CHEBI_36820,.
CHEBI_129840 SubClassOf CHEBI_38777.
CHEBI_129850 is Class.
CHEBI_129850 SubClassOf CHEBI_18379,.
CHEBI_129850 SubClassOf CHEBI_22712.
CHEBI_129852 is Class.
CHEBI_129852 SubClassOf CHEBI_22712,.
CHEBI_129852 SubClassOf CHEBI_36820,.
CHEBI_129852 SubClassOf CHEBI_38777.
CHEBI_129853 is Class.
CHEBI_129853 SubClassOf CHEBI_22712,.
CHEBI_129853 SubClassOf CHEBI_36820,.
CHEBI_129853 SubClassOf CHEBI_38777.
CHEBI_129855 is Class.
CHEBI_129855 SubClassOf CHEBI_22712,.
CHEBI_129855 SubClassOf CHEBI_36820,.
CHEBI_129855 SubClassOf CHEBI_38777.
CHEBI_129857 is Class.
CHEBI_129857 SubClassOf CHEBI_22712,.
CHEBI_129857 SubClassOf CHEBI_36820,.
CHEBI_129857 SubClassOf CHEBI_38777.
CHEBI_129859 is Class.
CHEBI_129859 SubClassOf CHEBI_26151.
CHEBI_129867 is Class.
CHEBI_129867 SubClassOf CHEBI_22712,.
CHEBI_129867 SubClassOf CHEBI_36820,.
CHEBI_129867 SubClassOf CHEBI_38777.
CHEBI_129876 is Class.
CHEBI_129876 SubClassOf CHEBI_22712,.
CHEBI_129876 SubClassOf CHEBI_36820,.
CHEBI_129876 SubClassOf CHEBI_38777.
CHEBI_129878 is Class.
CHEBI_129878 SubClassOf CHEBI_22712,.
CHEBI_129878 SubClassOf CHEBI_36820,.
CHEBI_129878 SubClassOf CHEBI_38777.
CHEBI_129880 is Class.
CHEBI_129880 SubClassOf CHEBI_22712,.
CHEBI_129880 SubClassOf CHEBI_36820,.
CHEBI_129880 SubClassOf CHEBI_38777.
CHEBI_129882 is Class.
CHEBI_129882 SubClassOf CHEBI_22712,.
CHEBI_129882 SubClassOf CHEBI_36820,.
CHEBI_129882 SubClassOf CHEBI_38777.
CHEBI_129884 is Class.
CHEBI_129884 SubClassOf CHEBI_22712,.
CHEBI_129884 SubClassOf CHEBI_36820,.
CHEBI_129884 SubClassOf CHEBI_38777.
CHEBI_129895 is Class.
CHEBI_129895 SubClassOf CHEBI_22712,.
CHEBI_129895 SubClassOf CHEBI_36820,.
CHEBI_129895 SubClassOf CHEBI_38777.
CHEBI_129897 is Class.
CHEBI_129897 SubClassOf CHEBI_22712,.
CHEBI_129897 SubClassOf CHEBI_36820,.
CHEBI_129897 SubClassOf CHEBI_38777.
CHEBI_129901 is Class.
CHEBI_129901 SubClassOf CHEBI_22712,.
CHEBI_129901 SubClassOf CHEBI_36820,.
CHEBI_129901 SubClassOf CHEBI_38777.
CHEBI_129903 is Class.
CHEBI_129903 SubClassOf CHEBI_22712,.
CHEBI_129903 SubClassOf CHEBI_36820,.
CHEBI_129903 SubClassOf CHEBI_38777.
CHEBI_129905 is Class.
CHEBI_129905 SubClassOf CHEBI_83565.
CHEBI_129910 is Class.
CHEBI_129910 SubClassOf CHEBI_22712,.
CHEBI_129910 SubClassOf CHEBI_36820,.
CHEBI_129910 SubClassOf CHEBI_38777.
CHEBI_129917 is Class.
CHEBI_129917 SubClassOf CHEBI_22712,.
CHEBI_129917 SubClassOf CHEBI_36820,.
CHEBI_129917 SubClassOf CHEBI_38777.
CHEBI_129919 is Class.
CHEBI_129919 SubClassOf CHEBI_22712,.
CHEBI_129919 SubClassOf CHEBI_36820,.
CHEBI_129919 SubClassOf CHEBI_38777.
CHEBI_12992 is Class.
CHEBI_129920 is Class.
CHEBI_129920 SubClassOf CHEBI_22712,.
CHEBI_129920 SubClassOf CHEBI_36820,.
CHEBI_129920 SubClassOf CHEBI_38777.
CHEBI_129921 is Class.
CHEBI_129921 SubClassOf CHEBI_22712,.
CHEBI_129921 SubClassOf CHEBI_36820,.
CHEBI_129921 SubClassOf CHEBI_38777.
CHEBI_129926 is Class.
CHEBI_129926 SubClassOf CHEBI_22712,.
CHEBI_129926 SubClassOf CHEBI_36820,.
CHEBI_129926 SubClassOf CHEBI_38777.
CHEBI_129929 is Class.
CHEBI_129929 SubClassOf CHEBI_22712,.
CHEBI_129929 SubClassOf CHEBI_36820,.
CHEBI_129929 SubClassOf CHEBI_38777.
CHEBI_129934 is Class.
CHEBI_129934 SubClassOf CHEBI_22712,.
CHEBI_129934 SubClassOf CHEBI_36820,.
CHEBI_129934 SubClassOf CHEBI_38777.
CHEBI_129935 is Class.
CHEBI_129935 SubClassOf CHEBI_83565.
CHEBI_129939 is Class.
CHEBI_129939 SubClassOf CHEBI_22712,.
CHEBI_129939 SubClassOf CHEBI_36820,.
CHEBI_129939 SubClassOf CHEBI_38777.
CHEBI_12994 is Class.
CHEBI_129941 is Class.
CHEBI_129941 SubClassOf CHEBI_22712,.
CHEBI_129941 SubClassOf CHEBI_36820,.
CHEBI_129941 SubClassOf CHEBI_38777.
CHEBI_129942 is Class.
CHEBI_129942 SubClassOf CHEBI_22712,.
CHEBI_129942 SubClassOf CHEBI_36820,.
CHEBI_129942 SubClassOf CHEBI_38777.
CHEBI_129943 is Class.
CHEBI_129943 SubClassOf CHEBI_26151.
CHEBI_129945 is Class.
CHEBI_129945 SubClassOf CHEBI_22712,.
CHEBI_129945 SubClassOf CHEBI_36820,.
CHEBI_129945 SubClassOf CHEBI_38777.
CHEBI_129948 is Class.
CHEBI_129948 SubClassOf CHEBI_50918.
CHEBI_129949 is Class.
CHEBI_129949 SubClassOf CHEBI_26151.
CHEBI_129952 is Class.
CHEBI_129952 SubClassOf CHEBI_22712,.
CHEBI_129952 SubClassOf CHEBI_36820,.
CHEBI_129952 SubClassOf CHEBI_38777.
CHEBI_129953 is Class.
CHEBI_129953 SubClassOf CHEBI_22712,.
CHEBI_129953 SubClassOf CHEBI_36820,.
CHEBI_129953 SubClassOf CHEBI_38777.
CHEBI_129954 is Class.
CHEBI_129954 SubClassOf CHEBI_83565.
CHEBI_129956 is Class.
CHEBI_129956 SubClassOf CHEBI_22712,.
CHEBI_129956 SubClassOf CHEBI_36820,.
CHEBI_129956 SubClassOf CHEBI_38777.
CHEBI_129962 is Class.
CHEBI_129962 SubClassOf CHEBI_22723.
CHEBI_129963 is Class.
CHEBI_129963 SubClassOf CHEBI_22712,.
CHEBI_129963 SubClassOf CHEBI_36820,.
CHEBI_129963 SubClassOf CHEBI_38777.
CHEBI_129966 is Class.
CHEBI_129966 SubClassOf CHEBI_22712,.
CHEBI_129966 SubClassOf CHEBI_36820,.
CHEBI_129966 SubClassOf CHEBI_38777.
CHEBI_129967 is Class.
CHEBI_129967 SubClassOf CHEBI_22712,.
CHEBI_129967 SubClassOf CHEBI_36820,.
CHEBI_129967 SubClassOf CHEBI_38777.
CHEBI_129968 is Class.
CHEBI_129968 SubClassOf CHEBI_22712,.
CHEBI_129968 SubClassOf CHEBI_36820,.
CHEBI_129968 SubClassOf CHEBI_38777.
CHEBI_129969 is Class.
CHEBI_129969 SubClassOf CHEBI_22712,.
CHEBI_129969 SubClassOf CHEBI_36820,.
CHEBI_129969 SubClassOf CHEBI_38777.
CHEBI_129974 is Class.
CHEBI_129974 SubClassOf CHEBI_22712,.
CHEBI_129974 SubClassOf CHEBI_36820,.
CHEBI_129974 SubClassOf CHEBI_38777.
CHEBI_129981 is Class.
CHEBI_129981 SubClassOf CHEBI_22712,.
CHEBI_129981 SubClassOf CHEBI_36820,.
CHEBI_129981 SubClassOf CHEBI_38777.
CHEBI_129985 is Class.
CHEBI_129985 SubClassOf CHEBI_26151.
CHEBI_129995 is Class.
