www.w3.org/2000/01/-schema# is AnnotationProperty.
CHEBI_124945 is Class.
CHEBI_124945 SubClassOf CHEBI_36820.
CHEBI_124983 is Class.
CHEBI_124983 SubClassOf CHEBI_36820.
CHEBI_125040 is Class.
CHEBI_125040 SubClassOf CHEBI_26776.
CHEBI_125334 is Class.
CHEBI_125334 SubClassOf CHEBI_26410,.
CHEBI_125334 SubClassOf CHEBI_36820.
CHEBI_125335 is Class.
CHEBI_125335 SubClassOf CHEBI_26410,.
CHEBI_125335 SubClassOf CHEBI_36820.
CHEBI_125357 is Class.
CHEBI_125357 SubClassOf CHEBI_36820,.
CHEBI_125357 SubClassOf CHEBI_38976.
CHEBI_125484 is Class.
CHEBI_125484 SubClassOf CHEBI_26410,.
CHEBI_125484 SubClassOf CHEBI_36820.
CHEBI_125521 is Class.
CHEBI_125521 SubClassOf CHEBI_26410,.
CHEBI_125521 SubClassOf CHEBI_36820.
CHEBI_125578 is Class.
CHEBI_125578 SubClassOf CHEBI_26410,.
CHEBI_125578 SubClassOf CHEBI_36820.
CHEBI_125717 is Class.
CHEBI_125717 SubClassOf CHEBI_36820.
CHEBI_125718 is Class.
CHEBI_125718 SubClassOf CHEBI_36820.
CHEBI_125727 is Class.
CHEBI_125727 SubClassOf CHEBI_36820.
CHEBI_125732 is Class.
CHEBI_125732 SubClassOf CHEBI_36820.
CHEBI_125739 is Class.
CHEBI_125739 SubClassOf CHEBI_36820.
CHEBI_125740 is Class.
CHEBI_125740 SubClassOf CHEBI_36820.
CHEBI_125741 is Class.
CHEBI_125741 SubClassOf CHEBI_36820.
CHEBI_125746 is Class.
CHEBI_125746 SubClassOf CHEBI_36820.
CHEBI_125753 is Class.
CHEBI_125753 SubClassOf CHEBI_36820.
CHEBI_125762 is Class.
CHEBI_125762 SubClassOf CHEBI_36820.
CHEBI_125763 is Class.
CHEBI_125763 SubClassOf CHEBI_36820.
CHEBI_125765 is Class.
CHEBI_125765 SubClassOf CHEBI_36820.
CHEBI_125770 is Class.
CHEBI_125770 SubClassOf CHEBI_36820.
CHEBI_125772 is Class.
CHEBI_125772 SubClassOf CHEBI_36820.
CHEBI_125778 is Class.
CHEBI_125778 SubClassOf CHEBI_36820.
CHEBI_125779 is Class.
CHEBI_125779 SubClassOf CHEBI_36820.
CHEBI_125782 is Class.
CHEBI_125782 SubClassOf CHEBI_36820.
CHEBI_125784 is Class.
CHEBI_125784 SubClassOf CHEBI_36820.
CHEBI_125786 is Class.
CHEBI_125786 SubClassOf CHEBI_36820.
CHEBI_125788 is Class.
CHEBI_125788 SubClassOf CHEBI_36820.
CHEBI_125797 is Class.
CHEBI_125797 SubClassOf CHEBI_36820.
CHEBI_125798 is Class.
CHEBI_125798 SubClassOf CHEBI_36820.
CHEBI_125802 is Class.
CHEBI_125802 SubClassOf CHEBI_36820.
CHEBI_125803 is Class.
CHEBI_125803 SubClassOf CHEBI_36820.
CHEBI_125809 is Class.
CHEBI_125809 SubClassOf CHEBI_36820.
CHEBI_125819 is Class.
CHEBI_125819 SubClassOf CHEBI_36820.
CHEBI_125821 is Class.
CHEBI_125821 SubClassOf CHEBI_36820.
CHEBI_125824 is Class.
CHEBI_125824 SubClassOf CHEBI_36820.
CHEBI_125830 is Class.
CHEBI_125830 SubClassOf CHEBI_36820.
CHEBI_125834 is Class.
CHEBI_125834 SubClassOf CHEBI_36820.
CHEBI_125845 is Class.
CHEBI_125845 SubClassOf CHEBI_36820.
CHEBI_125846 is Class.
CHEBI_125846 SubClassOf CHEBI_36820.
CHEBI_125852 is Class.
CHEBI_125852 SubClassOf CHEBI_36820.
CHEBI_125853 is Class.
CHEBI_125853 SubClassOf CHEBI_36820.
CHEBI_125854 is Class.
CHEBI_125854 SubClassOf CHEBI_36820.
CHEBI_125856 is Class.
CHEBI_125856 SubClassOf CHEBI_36820.
CHEBI_125859 is Class.
CHEBI_125859 SubClassOf CHEBI_36820.
CHEBI_125866 is Class.
CHEBI_125866 SubClassOf CHEBI_36820.
CHEBI_125872 is Class.
CHEBI_125872 SubClassOf CHEBI_36820.
CHEBI_125873 is Class.
CHEBI_125873 SubClassOf CHEBI_36820.
CHEBI_125879 is Class.
CHEBI_125879 SubClassOf CHEBI_36820.
CHEBI_125891 is Class.
CHEBI_125891 SubClassOf CHEBI_36820.
CHEBI_125892 is Class.
CHEBI_125892 SubClassOf CHEBI_36820.
CHEBI_125899 is Class.
CHEBI_125899 SubClassOf CHEBI_36820.
CHEBI_125903 is Class.
CHEBI_125903 SubClassOf CHEBI_36820.
CHEBI_125904 is Class.
CHEBI_125904 SubClassOf CHEBI_36820.
CHEBI_125910 is Class.
CHEBI_125910 SubClassOf CHEBI_36820.
CHEBI_125911 is Class.
CHEBI_125911 SubClassOf CHEBI_36820.
CHEBI_125912 is Class.
CHEBI_125912 SubClassOf CHEBI_36820.
CHEBI_125915 is Class.
CHEBI_125915 SubClassOf CHEBI_36820.
CHEBI_125922 is Class.
CHEBI_125922 SubClassOf CHEBI_36820.
CHEBI_125927 is Class.
CHEBI_125927 SubClassOf CHEBI_36820.
CHEBI_125930 is Class.
CHEBI_125930 SubClassOf CHEBI_36820.
CHEBI_125936 is Class.
CHEBI_125936 SubClassOf CHEBI_36820.
CHEBI_125943 is Class.
CHEBI_125943 SubClassOf CHEBI_36820.
CHEBI_125960 is Class.
CHEBI_125960 SubClassOf CHEBI_36820.
CHEBI_125961 is Class.
CHEBI_125961 SubClassOf CHEBI_36820.
CHEBI_125963 is Class.
CHEBI_125963 SubClassOf CHEBI_36820.
CHEBI_125964 is Class.
CHEBI_125964 SubClassOf CHEBI_36820.
CHEBI_125965 is Class.
CHEBI_125965 SubClassOf CHEBI_36820.
CHEBI_125967 is Class.
CHEBI_125967 SubClassOf CHEBI_36820.
CHEBI_125969 is Class.
CHEBI_125969 SubClassOf CHEBI_36820.
CHEBI_125983 is Class.
CHEBI_125983 SubClassOf CHEBI_36820.
CHEBI_125984 is Class.
CHEBI_125984 SubClassOf CHEBI_36820.
CHEBI_125991 is Class.
CHEBI_125991 SubClassOf CHEBI_36820.
CHEBI_125994 is Class.
CHEBI_125994 SubClassOf CHEBI_36820.
CHEBI_125998 is Class.
CHEBI_125998 SubClassOf CHEBI_36820.
CHEBI_126000 is Class.
CHEBI_126000 SubClassOf CHEBI_36820.
CHEBI_126001 is Class.
CHEBI_126001 SubClassOf CHEBI_36820.
CHEBI_126006 is Class.
CHEBI_126006 SubClassOf CHEBI_36820.
CHEBI_126014 is Class.
CHEBI_126014 SubClassOf CHEBI_36820.
CHEBI_126016 is Class.
CHEBI_126016 SubClassOf CHEBI_36820.
CHEBI_126020 is Class.
CHEBI_126020 SubClassOf CHEBI_36820.
CHEBI_126024 is Class.
CHEBI_126024 SubClassOf CHEBI_36820.
CHEBI_126025 is Class.
CHEBI_126025 SubClassOf CHEBI_36820.
CHEBI_126030 is Class.
CHEBI_126030 SubClassOf CHEBI_36820.
CHEBI_126043 is Class.
CHEBI_126043 SubClassOf CHEBI_36820.
CHEBI_126045 is Class.
CHEBI_126045 SubClassOf CHEBI_36820.
CHEBI_126050 is Class.
CHEBI_126050 SubClassOf CHEBI_36820.
CHEBI_126054 is Class.
CHEBI_126054 SubClassOf CHEBI_36820.
CHEBI_126057 is Class.
CHEBI_126057 SubClassOf CHEBI_36820.
CHEBI_126061 is Class.
CHEBI_126061 SubClassOf CHEBI_36820.
CHEBI_126064 is Class.
CHEBI_126064 SubClassOf CHEBI_36820.
CHEBI_126067 is Class.
CHEBI_126067 SubClassOf CHEBI_36820.
CHEBI_126070 is Class.
CHEBI_126070 SubClassOf CHEBI_36820.
CHEBI_126071 is Class.
CHEBI_126071 SubClassOf CHEBI_36820.
CHEBI_126077 is Class.
CHEBI_126077 SubClassOf CHEBI_36820.
CHEBI_126078 is Class.
CHEBI_126078 SubClassOf CHEBI_36820.
CHEBI_126081 is Class.
CHEBI_126081 SubClassOf CHEBI_36820.
CHEBI_126090 is Class.
CHEBI_126090 SubClassOf CHEBI_36820.
CHEBI_126093 is Class.
CHEBI_126093 SubClassOf CHEBI_36820.
CHEBI_126104 is Class.
CHEBI_126104 SubClassOf CHEBI_36820.
CHEBI_126105 is Class.
CHEBI_126105 SubClassOf CHEBI_36820.
CHEBI_126109 is Class.
CHEBI_126109 SubClassOf CHEBI_36820.
CHEBI_126111 is Class.
CHEBI_126111 SubClassOf CHEBI_36820.
CHEBI_126113 is Class.
CHEBI_126113 SubClassOf CHEBI_36820.
CHEBI_126114 is Class.
CHEBI_126114 SubClassOf CHEBI_36820.
CHEBI_126116 is Class.
CHEBI_126116 SubClassOf CHEBI_36820.
CHEBI_126118 is Class.
CHEBI_126118 SubClassOf CHEBI_36820.
CHEBI_126127 is Class.
CHEBI_126127 SubClassOf CHEBI_36820.
CHEBI_126133 is Class.
CHEBI_126133 SubClassOf CHEBI_36820.
CHEBI_126141 is Class.
CHEBI_126141 SubClassOf CHEBI_33860.
CHEBI_126147 is Class.
CHEBI_126147 SubClassOf CHEBI_36820.
CHEBI_126149 is Class.
CHEBI_126149 SubClassOf CHEBI_36820.
CHEBI_126160 is Class.
CHEBI_126160 SubClassOf CHEBI_36820.
CHEBI_126164 is Class.
CHEBI_126164 SubClassOf CHEBI_36820.
CHEBI_126165 is Class.
CHEBI_126165 SubClassOf CHEBI_36820.
CHEBI_126167 is Class.
CHEBI_126167 SubClassOf CHEBI_36820.
CHEBI_126174 is Class.
CHEBI_126174 SubClassOf CHEBI_36820.
CHEBI_126178 is Class.
CHEBI_126178 SubClassOf CHEBI_36820.
CHEBI_126180 is Class.
CHEBI_126180 SubClassOf CHEBI_36820.
CHEBI_126183 is Class.
CHEBI_126183 SubClassOf CHEBI_36820.
CHEBI_126184 is Class.
CHEBI_126184 SubClassOf CHEBI_36820.
CHEBI_126191 is Class.
CHEBI_126191 SubClassOf CHEBI_36820.
CHEBI_126193 is Class.
CHEBI_126193 SubClassOf CHEBI_50511.
CHEBI_126197 is Class.
CHEBI_126197 SubClassOf CHEBI_36820.
CHEBI_126204 is Class.
CHEBI_126204 SubClassOf CHEBI_36820.
CHEBI_126207 is Class.
CHEBI_126207 SubClassOf CHEBI_36820.
CHEBI_126210 is Class.
CHEBI_126210 SubClassOf CHEBI_33860.
CHEBI_126221 is Class.
CHEBI_126221 SubClassOf CHEBI_36820.
CHEBI_126223 is Class.
CHEBI_126223 SubClassOf CHEBI_36820.
CHEBI_126224 is Class.
CHEBI_126224 SubClassOf CHEBI_36820.
CHEBI_126226 is Class.
CHEBI_126226 SubClassOf CHEBI_36820.
CHEBI_126233 is Class.
CHEBI_126233 SubClassOf CHEBI_36820.
CHEBI_126235 is Class.
CHEBI_126235 SubClassOf CHEBI_36820.
CHEBI_126239 is Class.
CHEBI_126239 SubClassOf CHEBI_36820.
CHEBI_126241 is Class.
CHEBI_126241 SubClassOf CHEBI_36820.
CHEBI_126245 is Class.
CHEBI_126245 SubClassOf CHEBI_36820.
CHEBI_126246 is Class.
CHEBI_126246 SubClassOf CHEBI_36820.
CHEBI_126250 is Class.
CHEBI_126250 SubClassOf CHEBI_36820.
CHEBI_126255 is Class.
CHEBI_126255 SubClassOf CHEBI_36820.
CHEBI_126263 is Class.
CHEBI_126263 SubClassOf CHEBI_36820.
CHEBI_126264 is Class.
CHEBI_126264 SubClassOf CHEBI_36820.
CHEBI_126265 is Class.
CHEBI_126265 SubClassOf CHEBI_36820.
CHEBI_126268 is Class.
CHEBI_126268 SubClassOf CHEBI_36820.
CHEBI_126278 is Class.
CHEBI_126278 SubClassOf CHEBI_36820.
CHEBI_126280 is Class.
CHEBI_126280 SubClassOf CHEBI_36820.
CHEBI_126286 is Class.
CHEBI_126286 SubClassOf CHEBI_36820.
CHEBI_126304 is Class.
CHEBI_126304 SubClassOf CHEBI_36820.
CHEBI_126305 is Class.
CHEBI_126305 SubClassOf CHEBI_36820.
CHEBI_126311 is Class.
CHEBI_126311 SubClassOf CHEBI_36820.
CHEBI_126316 is Class.
CHEBI_126316 SubClassOf CHEBI_36820.
CHEBI_126317 is Class.
CHEBI_126317 SubClassOf CHEBI_36820.
CHEBI_126321 is Class.
CHEBI_126321 SubClassOf CHEBI_36820.
CHEBI_126326 is Class.
CHEBI_126326 SubClassOf CHEBI_36820.
CHEBI_126327 is Class.
CHEBI_126327 SubClassOf CHEBI_36820.
CHEBI_126330 is Class.
CHEBI_126330 SubClassOf CHEBI_36820.
CHEBI_126334 is Class.
CHEBI_126334 SubClassOf CHEBI_36820.
CHEBI_126350 is Class.
CHEBI_126350 SubClassOf CHEBI_36820.
CHEBI_126356 is Class.
CHEBI_126356 SubClassOf CHEBI_36820.
CHEBI_12636 is Class.
CHEBI_126361 is Class.
CHEBI_126361 SubClassOf CHEBI_36820.
CHEBI_126365 is Class.
CHEBI_126365 SubClassOf CHEBI_36820.
CHEBI_126372 is Class.
CHEBI_126372 SubClassOf CHEBI_36820.
CHEBI_126377 is Class.
CHEBI_126377 SubClassOf CHEBI_36820.
CHEBI_126378 is Class.
CHEBI_126378 SubClassOf CHEBI_36820.
CHEBI_126380 is Class.
CHEBI_126380 SubClassOf CHEBI_36820.
CHEBI_126381 is Class.
CHEBI_126381 SubClassOf CHEBI_36820.
CHEBI_126382 is Class.
CHEBI_126382 SubClassOf CHEBI_36820.
CHEBI_126384 is Class.
CHEBI_126384 SubClassOf CHEBI_36820.
CHEBI_126390 is Class.
CHEBI_126390 SubClassOf CHEBI_36820.
CHEBI_126392 is Class.
CHEBI_126392 SubClassOf CHEBI_36820.
CHEBI_126395 is Class.
CHEBI_126395 SubClassOf CHEBI_36820.
CHEBI_126396 is Class.
CHEBI_126396 SubClassOf CHEBI_36820.
CHEBI_126409 is Class.
CHEBI_126409 SubClassOf CHEBI_36820.
CHEBI_126412 is Class.
CHEBI_126412 SubClassOf CHEBI_36820.
CHEBI_126415 is Class.
CHEBI_126415 SubClassOf CHEBI_36820.
CHEBI_126419 is Class.
CHEBI_126419 SubClassOf CHEBI_36820.
CHEBI_126421 is Class.
CHEBI_126421 SubClassOf CHEBI_36820.
CHEBI_126422 is Class.
CHEBI_126422 SubClassOf CHEBI_36820.
CHEBI_126423 is Class.
CHEBI_126423 SubClassOf CHEBI_36820.
CHEBI_126424 is Class.
CHEBI_126424 SubClassOf CHEBI_36820.
CHEBI_126427 is Class.
CHEBI_126427 SubClassOf CHEBI_36820.
CHEBI_126430 is Class.
CHEBI_126430 SubClassOf CHEBI_36820.
CHEBI_126433 is Class.
CHEBI_126433 SubClassOf CHEBI_36820.
CHEBI_126436 is Class.
CHEBI_126436 SubClassOf CHEBI_36820.
CHEBI_126439 is Class.
CHEBI_126439 SubClassOf CHEBI_36820.
CHEBI_126446 is Class.
CHEBI_126446 SubClassOf CHEBI_36820.
CHEBI_126450 is Class.
CHEBI_126450 SubClassOf CHEBI_36820.
CHEBI_126454 is Class.
CHEBI_126454 SubClassOf CHEBI_36820.
CHEBI_126456 is Class.
CHEBI_126456 SubClassOf CHEBI_36820.
CHEBI_126457 is Class.
CHEBI_126457 SubClassOf CHEBI_36820.
CHEBI_126467 is Class.
CHEBI_126467 SubClassOf CHEBI_36820.
CHEBI_126479 is Class.
CHEBI_126479 SubClassOf CHEBI_36820.
CHEBI_126490 is Class.
CHEBI_126490 SubClassOf CHEBI_36820.
CHEBI_126495 is Class.
CHEBI_126495 SubClassOf CHEBI_36820.
CHEBI_126501 is Class.
CHEBI_126501 SubClassOf CHEBI_36820.
CHEBI_126504 is Class.
CHEBI_126504 SubClassOf CHEBI_36820.
CHEBI_126505 is Class.
CHEBI_126505 SubClassOf CHEBI_36820.
CHEBI_126508 is Class.
CHEBI_126508 SubClassOf CHEBI_36820.
CHEBI_126510 is Class.
CHEBI_126510 SubClassOf CHEBI_36820.
CHEBI_126521 is Class.
CHEBI_126521 SubClassOf CHEBI_36820.
CHEBI_126528 is Class.
CHEBI_126528 SubClassOf CHEBI_36820.
CHEBI_126548 is Class.
CHEBI_126548 SubClassOf CHEBI_36820.
CHEBI_126554 is Class.
CHEBI_126554 SubClassOf CHEBI_36820.
CHEBI_126576 is Class.
CHEBI_126576 SubClassOf CHEBI_36820.
CHEBI_126605 is Class.
CHEBI_126605 SubClassOf CHEBI_36820.
CHEBI_126624 is Class.
CHEBI_126624 SubClassOf CHEBI_36820.
CHEBI_126625 is Class.
CHEBI_126625 SubClassOf CHEBI_36820.
CHEBI_126630 is Class.
CHEBI_126630 SubClassOf CHEBI_36820.
CHEBI_126633 is Class.
CHEBI_126633 SubClassOf CHEBI_36820.
CHEBI_126634 is Class.
CHEBI_126634 SubClassOf CHEBI_36820.
CHEBI_126635 is Class.
CHEBI_126635 SubClassOf CHEBI_36820.
CHEBI_126636 is Class.
CHEBI_126636 SubClassOf CHEBI_36820.
CHEBI_126638 is Class.
CHEBI_126638 SubClassOf CHEBI_36820.
CHEBI_126645 is Class.
CHEBI_126645 SubClassOf CHEBI_36820.
CHEBI_126649 is Class.
CHEBI_126649 SubClassOf CHEBI_36820.
CHEBI_126651 is Class.
CHEBI_126651 SubClassOf CHEBI_36820.
CHEBI_126652 is Class.
CHEBI_126652 SubClassOf CHEBI_36820.
CHEBI_126653 is Class.
CHEBI_126653 SubClassOf CHEBI_36820.
CHEBI_126655 is Class.
CHEBI_126655 SubClassOf CHEBI_36820.
CHEBI_126658 is Class.
CHEBI_126658 SubClassOf CHEBI_36820.
CHEBI_126662 is Class.
CHEBI_126662 SubClassOf CHEBI_36820.
CHEBI_126667 is Class.
CHEBI_126667 SubClassOf CHEBI_36820.
CHEBI_126673 is Class.
CHEBI_126673 SubClassOf CHEBI_36820.
CHEBI_126674 is Class.
CHEBI_126674 SubClassOf CHEBI_36820.
CHEBI_126675 is Class.
CHEBI_126675 SubClassOf CHEBI_36820.
CHEBI_126677 is Class.
CHEBI_126677 SubClassOf CHEBI_36820.
CHEBI_126680 is Class.
CHEBI_126680 SubClassOf CHEBI_36820.
CHEBI_126683 is Class.
CHEBI_126683 SubClassOf CHEBI_36820.
CHEBI_126684 is Class.
CHEBI_126684 SubClassOf CHEBI_36820.
CHEBI_126694 is Class.
CHEBI_126694 SubClassOf CHEBI_36820.
CHEBI_126700 is Class.
CHEBI_126700 SubClassOf CHEBI_36820.
CHEBI_126705 is Class.
CHEBI_126705 SubClassOf CHEBI_36820.
CHEBI_126706 is Class.
CHEBI_126706 SubClassOf CHEBI_36820.
CHEBI_126707 is Class.
CHEBI_126707 SubClassOf CHEBI_36820.
CHEBI_126710 is Class.
CHEBI_126710 SubClassOf CHEBI_36820.
CHEBI_126728 is Class.
CHEBI_126728 SubClassOf CHEBI_36820.
CHEBI_126733 is Class.
CHEBI_126733 SubClassOf CHEBI_36820.
CHEBI_126742 is Class.
CHEBI_126742 SubClassOf CHEBI_36820.
CHEBI_126744 is Class.
CHEBI_126744 SubClassOf CHEBI_36820.
CHEBI_126757 is Class.
CHEBI_126757 SubClassOf CHEBI_36820.
CHEBI_126762 is Class.
CHEBI_126762 SubClassOf CHEBI_36820.
CHEBI_126771 is Class.
CHEBI_126771 SubClassOf CHEBI_36820.
CHEBI_126775 is Class.
CHEBI_126775 SubClassOf CHEBI_36820.
CHEBI_126784 is Class.
CHEBI_126784 SubClassOf CHEBI_36820.
CHEBI_126785 is Class.
CHEBI_126785 SubClassOf CHEBI_36820.
CHEBI_126787 is Class.
CHEBI_126787 SubClassOf CHEBI_36820.
CHEBI_126795 is Class.
CHEBI_126795 SubClassOf CHEBI_36820.
CHEBI_126798 is Class.
CHEBI_126798 SubClassOf CHEBI_36820.
CHEBI_126808 is Class.
CHEBI_126808 SubClassOf CHEBI_36820.
CHEBI_126813 is Class.
CHEBI_126813 SubClassOf CHEBI_36820.
CHEBI_126816 is Class.
CHEBI_126816 SubClassOf CHEBI_36820.
CHEBI_126827 is Class.
CHEBI_126827 SubClassOf CHEBI_36820.
CHEBI_126831 is Class.
CHEBI_126831 SubClassOf CHEBI_36820.
CHEBI_126832 is Class.
CHEBI_126832 SubClassOf CHEBI_36820.
CHEBI_126840 is Class.
CHEBI_126840 SubClassOf CHEBI_36820.
CHEBI_126844 is Class.
CHEBI_126844 SubClassOf CHEBI_36820.
CHEBI_126845 is Class.
CHEBI_126845 SubClassOf CHEBI_36820.
CHEBI_126849 is Class.
CHEBI_126849 SubClassOf CHEBI_36820.
CHEBI_126854 is Class.
CHEBI_126854 SubClassOf CHEBI_36820.
CHEBI_126855 is Class.
CHEBI_126855 SubClassOf CHEBI_36820.
CHEBI_126856 is Class.
CHEBI_126856 SubClassOf CHEBI_36820.
CHEBI_126861 is Class.
CHEBI_126861 SubClassOf CHEBI_36820.
CHEBI_126864 is Class.
CHEBI_126864 SubClassOf CHEBI_36820.
CHEBI_126868 is Class.
CHEBI_126868 SubClassOf CHEBI_36820.
CHEBI_126869 is Class.
CHEBI_126869 SubClassOf CHEBI_36820.
CHEBI_126878 is Class.
CHEBI_126878 SubClassOf CHEBI_36820.
CHEBI_126883 is Class.
CHEBI_126883 SubClassOf CHEBI_36820.
CHEBI_126885 is Class.
CHEBI_126885 SubClassOf CHEBI_36820.
CHEBI_126891 is Class.
CHEBI_126891 SubClassOf CHEBI_36820.
CHEBI_126892 is Class.
CHEBI_126892 SubClassOf CHEBI_36820.
CHEBI_126897 is Class.
CHEBI_126897 SubClassOf CHEBI_36820.
CHEBI_126903 is Class.
CHEBI_126903 SubClassOf CHEBI_36820.
CHEBI_126905 is Class.
CHEBI_126905 SubClassOf CHEBI_36820.
CHEBI_126912 is Class.
CHEBI_126912 SubClassOf CHEBI_36820.
CHEBI_126914 is Class.
CHEBI_126914 SubClassOf CHEBI_36820.
CHEBI_126915 is Class.
CHEBI_126915 SubClassOf CHEBI_36820.
CHEBI_126916 is Class.
CHEBI_126916 SubClassOf CHEBI_36820.
CHEBI_126921 is Class.
CHEBI_126921 SubClassOf CHEBI_36820.
CHEBI_126930 is Class.
CHEBI_126930 SubClassOf CHEBI_36820.
CHEBI_126935 is Class.
CHEBI_126935 SubClassOf CHEBI_36820.
CHEBI_126939 is Class.
CHEBI_126939 SubClassOf CHEBI_36820.
CHEBI_126940 is Class.
CHEBI_126940 SubClassOf CHEBI_36820.
CHEBI_126953 is Class.
CHEBI_126953 SubClassOf CHEBI_36820.
CHEBI_126962 is Class.
CHEBI_126962 SubClassOf CHEBI_36820.
CHEBI_126969 is Class.
CHEBI_126969 SubClassOf CHEBI_36820.
CHEBI_126974 is Class.
CHEBI_126974 SubClassOf CHEBI_36820.
CHEBI_126980 is Class.
CHEBI_126980 SubClassOf CHEBI_36820.
CHEBI_126982 is Class.
CHEBI_126982 SubClassOf CHEBI_36820.
CHEBI_126986 is Class.
CHEBI_126986 SubClassOf CHEBI_36820.
CHEBI_126987 is Class.
CHEBI_126987 SubClassOf CHEBI_36820.
CHEBI_126990 is Class.
CHEBI_126990 SubClassOf CHEBI_36820.
CHEBI_126998 is Class.
CHEBI_126998 SubClassOf CHEBI_36820.
CHEBI_127001 is Class.
CHEBI_127001 SubClassOf CHEBI_36820.
CHEBI_127007 is Class.
CHEBI_127007 SubClassOf CHEBI_36820.
CHEBI_127011 is Class.
CHEBI_127011 SubClassOf CHEBI_36820.
CHEBI_127014 is Class.
CHEBI_127014 SubClassOf CHEBI_36820.
CHEBI_127023 is Class.
CHEBI_127023 SubClassOf CHEBI_36820.
CHEBI_127032 is Class.
CHEBI_127032 SubClassOf CHEBI_36820.
CHEBI_127033 is Class.
CHEBI_127033 SubClassOf CHEBI_36820.
CHEBI_127036 is Class.
CHEBI_127036 SubClassOf CHEBI_36820.
CHEBI_127040 is Class.
CHEBI_127040 SubClassOf CHEBI_36820.
CHEBI_127047 is Class.
CHEBI_127047 SubClassOf CHEBI_36820.
CHEBI_127050 is Class.
CHEBI_127050 SubClassOf CHEBI_36820.
CHEBI_127051 is Class.
CHEBI_127051 SubClassOf CHEBI_36820.
CHEBI_127052 is Class.
CHEBI_127052 SubClassOf CHEBI_36820.
CHEBI_127054 is Class.
CHEBI_127054 SubClassOf CHEBI_36820.
CHEBI_127065 is Class.
CHEBI_127065 SubClassOf CHEBI_36820.
CHEBI_127071 is Class.
CHEBI_127071 SubClassOf CHEBI_36820.
CHEBI_127072 is Class.
CHEBI_127072 SubClassOf CHEBI_36820.
CHEBI_127075 is Class.
CHEBI_127075 SubClassOf CHEBI_36820.
CHEBI_127080 is Class.
CHEBI_127080 SubClassOf CHEBI_36820.
CHEBI_127081 is Class.
CHEBI_127081 SubClassOf CHEBI_36820.
CHEBI_127085 is Class.
CHEBI_127085 SubClassOf CHEBI_36820.
CHEBI_127095 is Class.
CHEBI_127095 SubClassOf CHEBI_36820.
CHEBI_127099 is Class.
CHEBI_127099 SubClassOf CHEBI_36820.
CHEBI_127107 is Class.
CHEBI_127107 SubClassOf CHEBI_36820.
CHEBI_127110 is Class.
CHEBI_127110 SubClassOf CHEBI_36820.
CHEBI_127113 is Class.
CHEBI_127113 SubClassOf CHEBI_36820.
CHEBI_127114 is Class.
CHEBI_127114 SubClassOf CHEBI_36820.
CHEBI_127116 is Class.
CHEBI_127116 SubClassOf CHEBI_36820.
CHEBI_127120 is Class.
CHEBI_127120 SubClassOf CHEBI_36820.
CHEBI_127121 is Class.
CHEBI_127121 SubClassOf CHEBI_36820.
CHEBI_127125 is Class.
CHEBI_127125 SubClassOf CHEBI_36820.
CHEBI_127126 is Class.
CHEBI_127126 SubClassOf CHEBI_36820.
CHEBI_127129 is Class.
CHEBI_127129 SubClassOf CHEBI_36820.
CHEBI_127131 is Class.
CHEBI_127131 SubClassOf CHEBI_36820.
CHEBI_127135 is Class.
CHEBI_127135 SubClassOf CHEBI_36820.
CHEBI_127139 is Class.
CHEBI_127139 SubClassOf CHEBI_36820.
CHEBI_127140 is Class.
CHEBI_127140 SubClassOf CHEBI_36820.
CHEBI_127154 is Class.
CHEBI_127154 SubClassOf CHEBI_36820.
CHEBI_127155 is Class.
CHEBI_127155 SubClassOf CHEBI_36820.
CHEBI_127162 is Class.
CHEBI_127162 SubClassOf CHEBI_36820.
CHEBI_127170 is Class.
CHEBI_127170 SubClassOf CHEBI_36820.
CHEBI_127175 is Class.
CHEBI_127175 SubClassOf CHEBI_36820.
CHEBI_127181 is Class.
CHEBI_127181 SubClassOf CHEBI_36820.
CHEBI_127182 is Class.
CHEBI_127182 SubClassOf CHEBI_36820.
CHEBI_127185 is Class.
CHEBI_127185 SubClassOf CHEBI_36820.
CHEBI_127188 is Class.
CHEBI_127188 SubClassOf CHEBI_36820.
CHEBI_127190 is Class.
CHEBI_127190 SubClassOf CHEBI_36820.
CHEBI_127191 is Class.
CHEBI_127191 SubClassOf CHEBI_36820.
CHEBI_127193 is Class.
CHEBI_127193 SubClassOf CHEBI_36820.
CHEBI_127194 is Class.
CHEBI_127194 SubClassOf CHEBI_36820.
CHEBI_127196 is Class.
CHEBI_127196 SubClassOf CHEBI_36820.
CHEBI_127198 is Class.
CHEBI_127198 SubClassOf CHEBI_36820.
CHEBI_127199 is Class.
CHEBI_127199 SubClassOf CHEBI_36820.
CHEBI_127207 is Class.
CHEBI_127207 SubClassOf CHEBI_36820.
CHEBI_127214 is Class.
CHEBI_127214 SubClassOf CHEBI_36820.
CHEBI_127226 is Class.
CHEBI_127226 SubClassOf CHEBI_36820.
CHEBI_127227 is Class.
CHEBI_127227 SubClassOf CHEBI_36820.
CHEBI_127233 is Class.
CHEBI_127233 SubClassOf CHEBI_36820.
CHEBI_127237 is Class.
CHEBI_127237 SubClassOf CHEBI_36820.
CHEBI_127238 is Class.
CHEBI_127238 SubClassOf CHEBI_36820.
CHEBI_127239 is Class.
CHEBI_127239 SubClassOf CHEBI_36820.
CHEBI_127241 is Class.
