www.w3.org/2000/01/-schema# is AnnotationProperty.
XCO_0000690 is Class.
XCO_0000690 SubClassOf XCO_0000014,.
XCO_0000690 SubClassOf XCO_0000377.
XCO_0000691 is Class.
XCO_0000691 SubClassOf XCO_0000689,.
XCO_0000691 SubClassOf XCO_0000690.
XCO_0000692 is Class.
XCO_0000692 SubClassOf XCO_0000140,.
XCO_0000692 SubClassOf XCO_0000693.
XCO_0000693 is Class.
XCO_0000693 SubClassOf XCO_0000135.
XCO_0000694 is Class.
XCO_0000694 SubClassOf XCO_0000214.
XCO_0000695 is Class.
XCO_0000695 SubClassOf XCO_0000694.
XCO_0000696 is Class.
XCO_0000696 SubClassOf XCO_0000694.
XCO_0000697 is Class.
XCO_0000697 SubClassOf XCO_0000695.
XCO_0000698 is Class.
XCO_0000698 SubClassOf XCO_0000696.
XCO_0000707 is Class.
XCO_0000707 SubClassOf XCO_0000140,.
XCO_0000707 SubClassOf XCO_0000336.
XCO_0000708 is Class.
XCO_0000708 SubClassOf XCO_0000707.
XCO_0000711 is Class.
XCO_0000711 SubClassOf XCO_0000435,.
XCO_0000711 SubClassOf XCO_0000483.
XCO_0000712 is Class.
XCO_0000712 SubClassOf XCO_0000135.
XCO_0000713 is Class.
XCO_0000713 SubClassOf XCO_0000228,.
XCO_0000713 SubClassOf XCO_0000712.
XCO_0000715 is Class.
XCO_0000715 SubClassOf XCO_0000970.
XCO_0000717 is Class.
XCO_0000717 SubClassOf XCO_0001451.
XCO_0000718 is Class.
XCO_0000718 SubClassOf XCO_0000717.
XCO_0000721 is Class.
XCO_0000721 SubClassOf XCO_0000536.
XCO_0000725 is Class.
XCO_0000725 SubClassOf XCO_0000603.
XCO_0000726 is Class.
XCO_0000726 SubClassOf XCO_0000603.
XCO_0000729 is Class.
XCO_0000729 SubClassOf XCO_0000730.
XCO_0000730 is Class.
XCO_0000730 SubClassOf XCO_0000160.
XCO_0000733 is Class.
XCO_0000733 SubClassOf XCO_0000435,.
XCO_0000733 SubClassOf XCO_0000482.
XCO_0000734 is Class.
XCO_0000734 SubClassOf XCO_0000120,.
XCO_0000734 SubClassOf XCO_0000482.
XCO_0000735 is Class.
XCO_0000735 SubClassOf XCO_0000435.
XCO_0000736 is Class.
XCO_0000736 SubClassOf XCO_0000240.
XCO_0000737 is Class.
XCO_0000737 SubClassOf XCO_0000240.
XCO_0000738 is Class.
XCO_0000738 SubClassOf XCO_0000737.
XCO_0000748 is Class.
XCO_0000748 SubClassOf XCO_0000523.
XCO_0000749 is Class.
XCO_0000749 SubClassOf XCO_0000435,.
XCO_0000749 SubClassOf XCO_0000748.
XCO_0000750 is Class.
XCO_0000750 SubClassOf XCO_0000106,.
XCO_0000750 SubClassOf XCO_0000506,.
XCO_0000750 SubClassOf XCO_0000523.
XCO_0000755 is Class.
XCO_0000755 SubClassOf XCO_0000106,.
XCO_0000755 SubClassOf XCO_0000505.
XCO_0000756 is Class.
XCO_0000756 SubClassOf XCO_0000511,.
XCO_0000756 SubClassOf XCO_0001248,.
XCO_0000756 SubClassOf RO_0002211 some XCO_0000926.
XCO_0000757 is Class.
XCO_0000757 SubClassOf XCO_0000341.
XCO_0000758 is Class.
XCO_0000758 SubClassOf XCO_0000468.
XCO_0000760 is Class.
XCO_0000760 SubClassOf XCO_0000260.
XCO_0000776 is Class.
XCO_0000778 is Class.
XCO_0000778 SubClassOf XCO_0000399,.
XCO_0000778 SubClassOf XCO_0000435.
XCO_0000780 is Class.
XCO_0000781 is Class.
XCO_0000782 is Class.
XCO_0000792 is Class.
XCO_0000792 SubClassOf XCO_0000120,.
XCO_0000792 SubClassOf XCO_0000435.
XCO_0000793 is Class.
XCO_0000793 SubClassOf XCO_0000435.
XCO_0000796 is Class.
XCO_0000796 SubClassOf XCO_0000135.
XCO_0000797 is Class.
XCO_0000797 SubClassOf XCO_0000970.
XCO_0000798 is Class.
XCO_0000798 SubClassOf XCO_0000228.
XCO_0000799 is Class.
XCO_0000799 SubClassOf XCO_0000106,.
XCO_0000799 SubClassOf XCO_0001196.
XCO_0000802 is Class.
XCO_0000802 SubClassOf XCO_0000217.
XCO_0000807 is Class.
XCO_0000807 SubClassOf XCO_0000271,.
XCO_0000807 SubClassOf XCO_0000505.
XCO_0000808 is Class.
XCO_0000808 SubClassOf XCO_0000240,.
XCO_0000808 SubClassOf XCO_0000523.
XCO_0000809 is Class.
XCO_0000809 SubClassOf XCO_0000160,.
XCO_0000809 SubClassOf XCO_0001122.
XCO_0000810 is Class.
XCO_0000810 SubClassOf XCO_0000135.
XCO_0000811 is Class.
XCO_0000811 SubClassOf XCO_0000140,.
XCO_0000811 SubClassOf XCO_0000482,.
XCO_0000811 SubClassOf XCO_0000890.
XCO_0000822 is Class.
XCO_0000822 SubClassOf XCO_0000120,.
XCO_0000822 SubClassOf XCO_0000505.
XCO_0000824 is Class.
XCO_0000824 SubClassOf XCO_0000240.
XCO_0000825 is Class.
XCO_0000825 SubClassOf XCO_0000435,.
XCO_0000825 SubClassOf XCO_0000636.
XCO_0000828 is Class.
XCO_0000828 SubClassOf XCO_0000688.
XCO_0000833 is Class.
XCO_0000833 SubClassOf XCO_0000140,.
XCO_0000833 SubClassOf XCO_0000269,.
XCO_0000833 SubClassOf XCO_0000511.
XCO_0000834 is Class.
XCO_0000834 SubClassOf XCO_0000239.
XCO_0000838 is Class.
XCO_0000838 SubClassOf XCO_0000160.
XCO_0000839 is Class.
XCO_0000839 SubClassOf XCO_0000838.
XCO_0000840 is Class.
XCO_0000840 SubClassOf XCO_0000838.
XCO_0000841 is Class.
XCO_0000841 SubClassOf XCO_0000160.
XCO_0000842 is Class.
XCO_0000842 SubClassOf XCO_0000630.
XCO_0000844 is Class.
XCO_0000844 SubClassOf XCO_0000135,.
XCO_0000844 SubClassOf RO_0002211 some XCO_0001203.
XCO_0000845 is Class.
XCO_0000845 SubClassOf XCO_0000091,.
XCO_0000845 SubClassOf XCO_0000135.
XCO_0000848 is Class.
XCO_0000848 SubClassOf XCO_0000539,.
XCO_0000848 SubClassOf XCO_0000782.
XCO_0000849 is Class.
XCO_0000849 SubClassOf XCO_0000539,.
XCO_0000849 SubClassOf XCO_0000781.
XCO_0000850 is Class.
XCO_0000856 is Class.
XCO_0000856 SubClassOf XCO_0000271,.
XCO_0000856 SubClassOf XCO_0000505.
XCO_0000857 is Class.
XCO_0000857 SubClassOf XCO_0000407.
XCO_0000862 is Class.
XCO_0000862 SubClassOf XCO_0000863.
XCO_0000863 is Class.
XCO_0000863 SubClassOf XCO_0000341,.
XCO_0000863 SubClassOf XCO_0000850.
XCO_0000865 is Class.
XCO_0000865 SubClassOf XCO_0000229.
XCO_0000871 is Class.
XCO_0000871 SubClassOf XCO_0000435,.
XCO_0000871 SubClassOf XCO_0000636.
XCO_0000872 is Class.
XCO_0000872 SubClassOf XCO_0000228,.
XCO_0000872 SubClassOf XCO_0000483,.
XCO_0000872 SubClassOf XCO_0000657.
XCO_0000875 is Class.
XCO_0000876 is Class.
XCO_0000876 SubClassOf XCO_0000390,.
XCO_0000876 SubClassOf XCO_0000435,.
XCO_0000876 SubClassOf XCO_0000657.
XCO_0000877 is Class.
XCO_0000877 SubClassOf XCO_0000315.
XCO_0000878 is Class.
XCO_0000878 SubClassOf XCO_0000877.
XCO_0000879 is Class.
XCO_0000879 SubClassOf XCO_0000505.
XCO_0000880 is Class.
XCO_0000880 SubClassOf XCO_0000120.
XCO_0000883 is Class.
XCO_0000883 SubClassOf XCO_0000577.
XCO_0000884 is Class.
XCO_0000884 SubClassOf XCO_0000089,.
XCO_0000884 SubClassOf XCO_0000512.
XCO_0000885 is Class.
XCO_0000885 SubClassOf XCO_0000259.
XCO_0000886 is Class.
XCO_0000886 SubClassOf XCO_0000259.
XCO_0000887 is Class.
XCO_0000887 SubClassOf XCO_0000886.
XCO_0000888 is Class.
XCO_0000888 SubClassOf XCO_0000693,.
XCO_0000888 SubClassOf XCO_0000886.
XCO_0000889 is Class.
XCO_0000889 SubClassOf XCO_0000776,.
XCO_0000889 SubClassOf XCO_0000890.
XCO_0000890 is Class.
XCO_0000890 SubClassOf XCO_0000341.
XCO_0000891 is Class.
XCO_0000891 SubClassOf XCO_0000694,.
XCO_0000891 SubClassOf XCO_0000892.
XCO_0000892 is Class.
XCO_0000892 SubClassOf XCO_0000259.
XCO_0000893 is Class.
XCO_0000893 SubClassOf XCO_0000163.
XCO_0000894 is Class.
XCO_0000894 SubClassOf XCO_0000726,.
XCO_0000894 SubClassOf XCO_0000896.
XCO_0000895 is Class.
XCO_0000895 SubClassOf XCO_0000725,.
XCO_0000895 SubClassOf XCO_0000896.
XCO_0000896 is Class.
XCO_0000896 SubClassOf XCO_0000014,.
XCO_0000896 SubClassOf XCO_0000603.
XCO_0000897 is Class.
XCO_0000897 SubClassOf XCO_0000217.
XCO_0000898 is Class.
XCO_0000898 SubClassOf XCO_0000140.
XCO_0000899 is Class.
XCO_0000899 SubClassOf XCO_0000122.
XCO_0000900 is Class.
XCO_0000900 SubClassOf XCO_0000163.
XCO_0000901 is Class.
XCO_0000901 SubClassOf XCO_0000163.
XCO_0000902 is Class.
XCO_0000902 SubClassOf XCO_0000163.
XCO_0000904 is Class.
XCO_0000904 SubClassOf XCO_0000163.
XCO_0000907 is Class.
XCO_0000907 SubClassOf XCO_0000135,.
XCO_0000907 SubClassOf XCO_0000407.
XCO_0000910 is Class.
XCO_0000910 SubClassOf XCO_0000865.
XCO_0000917 is Class.
XCO_0000917 SubClassOf XCO_0000021.
XCO_0000919 is Class.
XCO_0000919 SubClassOf XCO_0000089.
XCO_0000922 is Class.
XCO_0000922 SubClassOf XCO_0000160,.
XCO_0000922 SubClassOf XCO_0000259,.
XCO_0000922 SubClassOf XCO_0000523.
XCO_0000923 is Class.
XCO_0000923 SubClassOf XCO_0000877.
XCO_0000924 is Class.
XCO_0000924 SubClassOf XCO_0000875,.
XCO_0000924 SubClassOf XCO_0000876.
XCO_0000925 is Class.
XCO_0000925 SubClassOf XCO_0000122.
XCO_0000926 is Class.
XCO_0000929 is Class.
XCO_0000929 SubClassOf XCO_0000163.
XCO_0000932 is Class.
XCO_0000932 SubClassOf XCO_0000228.
XCO_0000933 is Class.
XCO_0000933 SubClassOf XCO_0000932.
XCO_0000939 is Class.
XCO_0000939 SubClassOf XCO_0000251,.
XCO_0000939 SubClassOf XCO_0000407.
XCO_0000942 is Class.
XCO_0000942 SubClassOf XCO_0000014,.
XCO_0000942 SubClassOf XCO_0000632.
XCO_0000943 is Class.
XCO_0000943 SubClassOf XCO_0000163.
XCO_0000944 is Class.
XCO_0000944 SubClassOf XCO_0000163.
XCO_0000945 is Class.
XCO_0000945 SubClassOf XCO_0000163.
XCO_0000946 is Class.
XCO_0000946 SubClassOf XCO_0000947.
XCO_0000947 is Class.
XCO_0000947 SubClassOf XCO_0000106,.
XCO_0000947 SubClassOf XCO_0000160.
XCO_0000948 is Class.
XCO_0000948 SubClassOf XCO_0000947.
XCO_0000949 is Class.
XCO_0000949 SubClassOf XCO_0000947.
XCO_0000950 is Class.
XCO_0000950 SubClassOf XCO_0000341,.
XCO_0000950 SubClassOf XCO_0000850.
XCO_0000951 is Class.
XCO_0000951 SubClassOf XCO_0000160,.
XCO_0000951 SubClassOf XCO_0000950.
XCO_0000952 is Class.
XCO_0000952 SubClassOf XCO_0000163.
XCO_0000953 is Class.
XCO_0000953 SubClassOf XCO_0000163.
XCO_0000959 is Class.
XCO_0000959 SubClassOf XCO_0000673,.
XCO_0000959 SubClassOf XCO_0000863.
XCO_0000964 is Class.
XCO_0000964 SubClassOf XCO_0000089,.
XCO_0000964 SubClassOf XCO_0000757.
XCO_0000965 is Class.
XCO_0000965 DisjointWith XCO_0000976.
XCO_0000970 is Class.
XCO_0000970 SubClassOf XCO_0000523.
XCO_0000971 is Class.
XCO_0000971 SubClassOf XCO_0000970.
XCO_0000972 is Class.
XCO_0000972 SubClassOf XCO_0000435,.
XCO_0000972 SubClassOf XCO_0000970.
XCO_0000973 is Class.
XCO_0000973 SubClassOf XCO_0000435,.
XCO_0000973 SubClassOf XCO_0000970.
XCO_0000975 is Class.
XCO_0000975 SubClassOf XCO_0000239,.
XCO_0000975 SubClassOf XCO_0001231.
XCO_0000976 is Class.
XCO_0000976 SubClassOf XCO_0000106,.
XCO_0000976 SubClassOf XCO_0000276.
XCO_0000976 DisjointWith .
XCO_0000976 DisjointWith XCO_0000965.
www.w3.org/2000/01/-schema# is Annotations.
Thing is www.w3.org/2002/07/#.
XCO_0000978 is Class.
XCO_0000978 SubClassOf XCO_0000561.
XCO_0000979 is Class.
XCO_0000979 SubClassOf XCO_0000163,.
XCO_0000979 SubClassOf XCO_0000978.
XCO_0001017 is Class.
XCO_0001017 SubClassOf XCO_0000106,.
XCO_0001017 SubClassOf XCO_0000141,.
XCO_0001017 SubClassOf XCO_0000618.
XCO_0001018 is Class.
XCO_0001018 SubClassOf XCO_0000106,.
XCO_0001018 SubClassOf XCO_0000269.
XCO_0001019 is Class.
XCO_0001019 SubClassOf XCO_0000160.
XCO_0001024 is Class.
XCO_0001024 SubClassOf XCO_0000505.
XCO_0001025 is Class.
XCO_0001025 SubClassOf XCO_0000435,.
XCO_0001025 SubClassOf XCO_0000523.
XCO_0001034 is Class.
XCO_0001034 SubClassOf XCO_0000271,.
XCO_0001034 SubClassOf XCO_0000680.
XCO_0001035 is Class.
XCO_0001035 SubClassOf XCO_0000163.
XCO_0001036 is Class.
XCO_0001036 SubClassOf XCO_0000290.
XCO_0001039 is Class.
XCO_0001039 SubClassOf XCO_0000648,.
XCO_0001039 SubClassOf XCO_0000780.
XCO_0001049 is Class.
XCO_0001049 SubClassOf XCO_0000496,.
XCO_0001049 SubClassOf XCO_0000693.
XCO_0001052 is Class.
XCO_0001052 SubClassOf XCO_0000435,.
XCO_0001052 SubClassOf XCO_0000523.
XCO_0001054 is Class.
XCO_0001054 SubClassOf XCO_0000863.
XCO_0001055 is Class.
XCO_0001055 SubClassOf XCO_0000271,.
XCO_0001055 SubClassOf XCO_0000435,.
XCO_0001055 SubClassOf XCO_0000470,.
XCO_0001055 SubClassOf XCO_0000505.
XCO_0001056 is Class.
XCO_0001056 SubClassOf XCO_0000561.
XCO_0001057 is Class.
XCO_0001057 SubClassOf XCO_0000229.
XCO_0001058 is Class.
XCO_0001058 SubClassOf XCO_0000163.
XCO_0001067 is Class.
XCO_0001067 SubClassOf XCO_0000140.
XCO_0001078 is Class.
XCO_0001078 SubClassOf XCO_0000163.
XCO_0001080 is Class.
XCO_0001080 SubClassOf XCO_0000149,.
XCO_0001080 SubClassOf XCO_0000261.
XCO_0001081 is Class.
XCO_0001081 SubClassOf XCO_0000120.
XCO_0001083 is Class.
XCO_0001083 SubClassOf XCO_0000523.
XCO_0001086 is Class.
XCO_0001086 SubClassOf XCO_0000135.
XCO_0001088 is Class.
XCO_0001088 SubClassOf XCO_0000483.
XCO_0001089 is Class.
XCO_0001089 SubClassOf XCO_0000523,.
XCO_0001089 SubClassOf XCO_0001090.
XCO_0001090 is Class.
XCO_0001090 SubClassOf XCO_0000341,.
XCO_0001090 SubClassOf XCO_0000850.
XCO_0001093 is Class.
XCO_0001093 SubClassOf XCO_0000435.
XCO_0001096 is Class.
XCO_0001096 SubClassOf XCO_0000259.
XCO_0001097 is Class.
XCO_0001097 SubClassOf XCO_0000523.
XCO_0001102 is Class.
XCO_0001102 SubClassOf XCO_0000144.
XCO_0001104 is Class.
XCO_0001104 SubClassOf XCO_0000106,.
XCO_0001104 SubClassOf XCO_0000505,.
XCO_0001104 SubClassOf XCO_0000950.
XCO_0001111 is Class.
XCO_0001111 SubClassOf XCO_0000342,.
XCO_0001111 SubClassOf XCO_0001112.
XCO_0001112 is Class.
XCO_0001112 SubClassOf XCO_0000259.
XCO_0001113 is Class.
XCO_0001113 SubClassOf XCO_0000119,.
XCO_0001113 SubClassOf XCO_0000377.
XCO_0001114 is Class.
XCO_0001114 SubClassOf XCO_0000690,.
XCO_0001114 SubClassOf XCO_0001113.
XCO_0001115 is Class.
XCO_0001115 SubClassOf XCO_0000377.
XCO_0001116 is Class.
XCO_0001116 SubClassOf XCO_0000690,.
XCO_0001116 SubClassOf XCO_0001115.
XCO_0001117 is Class.
XCO_0001117 SubClassOf XCO_0000483,.
XCO_0001117 SubClassOf XCO_0000523.
XCO_0001119 is Class.
XCO_0001119 SubClassOf XCO_0000021.
XCO_0001120 is Class.
XCO_0001120 SubClassOf XCO_0000160.
XCO_0001122 is Class.
XCO_0001122 SubClassOf XCO_0000341,.
XCO_0001122 SubClassOf XCO_0000850.
XCO_0001123 is Class.
XCO_0001123 SubClassOf XCO_0001122.
XCO_0001125 is Class.
XCO_0001125 SubClassOf XCO_0001202.
XCO_0001126 is Class.
XCO_0001126 SubClassOf XCO_0000271,.
XCO_0001126 SubClassOf XCO_0000435,.
XCO_0001126 SubClassOf XCO_0000505.
XCO_0001128 is Class.
XCO_0001129 is Class.
XCO_0001129 SubClassOf XCO_0001128,.
XCO_0001129 SubClassOf XCO_0001232.
XCO_0001130 is Class.
XCO_0001130 SubClassOf XCO_0000523,.
XCO_0001130 SubClassOf XCO_0000657.
XCO_0001131 is Class.
XCO_0001131 SubClassOf XCO_0000483.
XCO_0001133 is Class.
XCO_0001133 SubClassOf XCO_0000435,.
XCO_0001133 SubClassOf XCO_0000505.
XCO_0001134 is Class.
XCO_0001134 SubClassOf XCO_0000122,.
XCO_0001134 SubClassOf XCO_0000160,.
XCO_0001134 SubClassOf XCO_0000523.
XCO_0001135 is Class.
XCO_0001135 SubClassOf XCO_0000106,.
XCO_0001135 SubClassOf XCO_0000618,.
XCO_0001135 SubClassOf XCO_0000950.
XCO_0001138 is Class.
XCO_0001138 SubClassOf XCO_0000483.
XCO_0001139 is Class.
XCO_0001139 SubClassOf XCO_0000483.
XCO_0001140 is Class.
XCO_0001140 SubClassOf XCO_0001122.
XCO_0001144 is Class.
XCO_0001144 SubClassOf XCO_0000407.
XCO_0001145 is Class.
XCO_0001145 SubClassOf XCO_0000160.
XCO_0001146 is Class.
XCO_0001146 SubClassOf XCO_0000483,.
XCO_0001146 SubClassOf XCO_0000532.
XCO_0001147 is Class.
XCO_0001147 SubClassOf XCO_0000680.
XCO_0001148 is Class.
XCO_0001148 SubClassOf XCO_0001238.
XCO_0001149 is Class.
XCO_0001149 SubClassOf XCO_0000160.
XCO_0001152 is Class.
XCO_0001152 SubClassOf XCO_0000140,.
XCO_0001152 SubClassOf XCO_0000269,.
XCO_0001152 SubClassOf XCO_0000863.
XCO_0001153 is Class.
XCO_0001153 SubClassOf XCO_0000160.
XCO_0001154 is Class.
XCO_0001154 SubClassOf XCO_0000140,.
XCO_0001154 SubClassOf XCO_0000523.
XCO_0001156 is Class.
XCO_0001156 SubClassOf XCO_0000483,.
XCO_0001156 SubClassOf XCO_0000532.
XCO_0001157 is Class.
XCO_0001157 SubClassOf XCO_0000523.
XCO_0001158 is Class.
XCO_0001158 SubClassOf XCO_0000483.
XCO_0001159 is Class.
XCO_0001159 SubClassOf XCO_0000950.
XCO_0001160 is Class.
XCO_0001160 SubClassOf XCO_0000483.
XCO_0001161 is Class.
XCO_0001161 SubClassOf XCO_0000561.
XCO_0001162 is Class.
XCO_0001162 SubClassOf XCO_0000160,.
XCO_0001162 SubClassOf XCO_0000435.
XCO_0001163 is Class.
XCO_0001163 SubClassOf XCO_0000160,.
XCO_0001163 SubClassOf XCO_0001122.
XCO_0001164 is Class.
XCO_0001164 SubClassOf XCO_0000336.
XCO_0001165 is Class.
XCO_0001165 SubClassOf XCO_0000435,.
XCO_0001165 SubClassOf XCO_0000970.
XCO_0001167 is Class.
XCO_0001167 SubClassOf XCO_0001232,.
XCO_0001167 SubClassOf RO_0002211 some XCO_0000926.
XCO_0001168 is Class.
XCO_0001168 SubClassOf XCO_0001167.
XCO_0001169 is Class.
XCO_0001169 SubClassOf XCO_0001119.
XCO_0001171 is Class.
XCO_0001171 SubClassOf XCO_0000483,.
XCO_0001171 SubClassOf XCO_0000523.
XCO_0001172 is Class.
XCO_0001172 SubClassOf XCO_0000657,.
XCO_0001172 SubClassOf XCO_0000748.
XCO_0001173 is Class.
XCO_0001173 SubClassOf XCO_0000483.
XCO_0001174 is Class.
XCO_0001174 SubClassOf XCO_0000106,.
XCO_0001174 SubClassOf XCO_0000506,.
XCO_0001174 SubClassOf XCO_0000523.
XCO_0001176 is Class.
XCO_0001176 SubClassOf XCO_0000748.
XCO_0001177 is Class.
XCO_0001177 SubClassOf XCO_0000435.
XCO_0001178 is Class.
XCO_0001178 SubClassOf XCO_0000523.
XCO_0001179 is Class.
XCO_0001179 SubClassOf XCO_0001112.
XCO_0001180 is Class.
XCO_0001180 SubClassOf XCO_0000260.
XCO_0001181 is Class.
XCO_0001181 SubClassOf XCO_0000260.
XCO_0001182 is Class.
XCO_0001182 SubClassOf XCO_0000673,.
XCO_0001182 SubClassOf XCO_0000863.
XCO_0001183 is Class.
XCO_0001183 SubClassOf XCO_0000160.
XCO_0001184 is Class.
XCO_0001184 SubClassOf XCO_0000140,.
XCO_0001184 SubClassOf XCO_0000269,.
XCO_0001184 SubClassOf XCO_0000863.
XCO_0001185 is Class.
XCO_0001185 SubClassOf XCO_0000091,.
XCO_0001185 SubClassOf XCO_0000135.
XCO_0001186 is Class.
XCO_0001186 SubClassOf XCO_0000160.
XCO_0001187 is Class.
XCO_0001187 SubClassOf XCO_0001202.
XCO_0001189 is Class.
XCO_0001189 SubClassOf XCO_0000482.
XCO_0001190 is Class.
XCO_0001190 SubClassOf XCO_0000482.
XCO_0001191 is Class.
XCO_0001191 SubClassOf XCO_0000106,.
XCO_0001191 SubClassOf XCO_0000506,.
XCO_0001191 SubClassOf XCO_0000523.
XCO_0001192 is Class.
XCO_0001192 SubClassOf XCO_0000336,.
XCO_0001192 SubClassOf XCO_0000863.
XCO_0001193 is Class.
XCO_0001193 SubClassOf XCO_0000506,.
XCO_0001193 SubClassOf XCO_0000523.
XCO_0001194 is Class.
XCO_0001194 SubClassOf XCO_0000523.
XCO_0001195 is Class.
XCO_0001195 SubClassOf XCO_0000106,.
XCO_0001195 SubClassOf XCO_0000336,.
XCO_0001195 SubClassOf XCO_0000561.
XCO_0001196 is Class.
XCO_0001197 is Class.
XCO_0001197 SubClassOf XCO_0000523,.
XCO_0001197 SubClassOf XCO_0000657.
XCO_0001198 is Class.
XCO_0001198 SubClassOf XCO_0000483.
XCO_0001199 is Class.
XCO_0001199 SubClassOf XCO_0000135,.
XCO_0001199 SubClassOf XCO_0000229.
XCO_0001200 is Class.
XCO_0001200 SubClassOf XCO_0000135,.
XCO_0001200 SubClassOf XCO_0001122.
XCO_0001201 is Class.
XCO_0001201 SubClassOf XCO_0000561,.
XCO_0001201 SubClassOf XCO_0001122.
XCO_0001202 is Class.
XCO_0001202 SubClassOf XCO_0000483.
XCO_0001203 is Class.
XCO_0001203 SubClassOf XCO_0000950,.
XCO_0001203 SubClassOf XCO_0001122.
XCO_0001204 is Class.
XCO_0001204 SubClassOf XCO_0000271,.
XCO_0001204 SubClassOf XCO_0000505,.
XCO_0001204 SubClassOf XCO_0000523.
XCO_0001205 is Class.
XCO_0001205 SubClassOf XCO_0000140,.
XCO_0001205 SubClassOf XCO_0000435,.
XCO_0001205 SubClassOf XCO_0000523.
XCO_0001206 is Class.
XCO_0001206 SubClassOf XCO_0000120.
XCO_0001207 is Class.
XCO_0001207 SubClassOf XCO_0000140,.
XCO_0001207 SubClassOf XCO_0000336,.
XCO_0001207 SubClassOf XCO_0000863,.
XCO_0001207 SubClassOf XCO_0001122.
XCO_0001208 is Class.
XCO_0001208 SubClassOf XCO_0000089,.
XCO_0001208 SubClassOf XCO_0000342.
XCO_0001209 is Class.
XCO_0001209 SubClassOf XCO_0000135,.
XCO_0001209 SubClassOf XCO_0000193,.
XCO_0001209 SubClassOf XCO_0000407.
XCO_0001210 is Class.
XCO_0001210 SubClassOf XCO_0000483.
XCO_0001214 is Class.
XCO_0001214 SubClassOf XCO_0000021.
XCO_0001216 is Class.
XCO_0001216 SubClassOf XCO_0000163.
XCO_0001218 is Class.
XCO_0001218 SubClassOf XCO_0000163.
XCO_0001222 is Class.
XCO_0001222 SubClassOf XCO_0000657,.
XCO_0001222 SubClassOf XCO_0000748.
XCO_0001224 is Class.
XCO_0001224 SubClassOf XCO_0000506.
XCO_0001225 is Class.
XCO_0001225 SubClassOf XCO_0000135,.
XCO_0001225 SubClassOf XCO_0000141.
XCO_0001226 is Class.
XCO_0001226 SubClassOf XCO_0000523.
XCO_0001227 is Class.
XCO_0001227 SubClassOf XCO_0000228.
XCO_0001229 is Class.
XCO_0001229 SubClassOf XCO_0000505,.
XCO_0001229 SubClassOf XCO_0000850.
XCO_0001230 is Class.
XCO_0001230 SubClassOf XCO_0001231,.
XCO_0001230 SubClassOf XCO_0001232.
XCO_0001231 is Class.
XCO_0001231 SubClassOf XCO_0000341.
XCO_0001232 is Class.
XCO_0001232 SubClassOf XCO_0000341.
XCO_0001233 is Class.
XCO_0001233 SubClassOf XCO_0000160.
XCO_0001234 is Class.
XCO_0001234 SubClassOf XCO_0000483,.
XCO_0001234 SubClassOf XCO_0000532.
XCO_0001235 is Class.
XCO_0001235 SubClassOf XCO_0000483,.
XCO_0001235 SubClassOf XCO_0000532,.
XCO_0001235 SubClassOf XCO_0000672.
XCO_0001238 is Class.
XCO_0001238 SubClassOf XCO_0000160,.
XCO_0001238 SubClassOf XCO_0001090.
XCO_0001239 is Class.
XCO_0001239 SubClassOf XCO_0000435,.
XCO_0001239 SubClassOf XCO_0000970.
XCO_0001240 is Class.
XCO_0001240 SubClassOf XCO_0000435,.
XCO_0001240 SubClassOf XCO_0000970.
XCO_0001241 is Class.
XCO_0001241 SubClassOf XCO_0000122,.
XCO_0001241 SubClassOf XCO_0000863.
XCO_0001242 is Class.
XCO_0001242 SubClassOf XCO_0000523.
XCO_0001245 is Class.
XCO_0001245 SubClassOf XCO_0000341,.
XCO_0001245 SubClassOf XCO_0000850.
XCO_0001246 is Class.
XCO_0001246 SubClassOf XCO_0001245.
XCO_0001247 is Class.
XCO_0001247 SubClassOf XCO_0000021.
XCO_0001248 is Class.
XCO_0001248 SubClassOf XCO_0000757,.
XCO_0001248 SubClassOf XCO_0001232.
XCO_0001249 is Class.
XCO_0001249 SubClassOf XCO_0001248.
XCO_0001254 is Class.
XCO_0001254 SubClassOf XCO_0000140,.
XCO_0001254 SubClassOf XCO_0000271,.
XCO_0001254 SubClassOf XCO_0000407,.
XCO_0001254 SubClassOf XCO_0000435,.
XCO_0001254 SubClassOf XCO_0000523,.
XCO_0001254 SubClassOf XCO_0000950,.
XCO_0001254 SubClassOf XCO_0001090.
XCO_0001255 is Class.
XCO_0001255 SubClassOf XCO_0000506,.
XCO_0001255 SubClassOf XCO_0000523.
XCO_0001257 is Class.
XCO_0001257 SubClassOf XCO_0000483,.
XCO_0001257 SubClassOf XCO_0000523.
XCO_0001258 is Class.
XCO_0001258 SubClassOf XCO_0000950,.
XCO_0001258 SubClassOf BFO_0000050 some XCO_0000776.
XCO_0001259 is Class.
XCO_0001259 SubClassOf XCO_0000536.
XCO_0001260 is Class.
XCO_0001260 SubClassOf XCO_0001247.
XCO_0001261 is Class.
XCO_0001261 SubClassOf XCO_0000505,.
XCO_0001261 SubClassOf XCO_0000657,.
XCO_0001261 SubClassOf XCO_0000850.
XCO_0001262 is Class.
XCO_0001262 SubClassOf XCO_0000523,.
XCO_0001262 SubClassOf XCO_0001090.
XCO_0001263 is Class.
XCO_0001263 SubClassOf XCO_0000160,.
XCO_0001263 SubClassOf XCO_0000523.
XCO_0001264 is Class.
XCO_0001264 SubClassOf XCO_0000271,.
